价格（￥）,名称,sku,药品通用名,有效期,药品分类,剂型,储存条件,使用剂量,适用症/功能主治,不良反应,儿童用药,老年用药,禁忌,批准文号
￥65.80,[颈复康] 腰痛宁胶囊0.3g*60粒/盒,100042489979,腰痛宁胶囊,36,（处方药）中成药,胶囊剂,密封。,未知,未知,其他：恶心；呕吐；胃腹胀痛；腹泻；皮疹；瘙痒；头晕；头痛；失眠；口舌麻木；心悸；血压升高；潮红；过敏反应如发热；胸闷,儿童禁用。,详见说明书。,详见说明书。,国药准字Z13020898
￥16.60,佛慈 安神补心丸(浓缩丸)300丸 养心安神补脑心悸失眠助眠心血不足头晕耳鸣虚火内扰,4676524,安神补心丸,60,（非处方药）中成药,丸剂,密封,一次15丸，一日3次。,心悸失眠、头晕耳鸣。,尚不明确。,未知,未知,尚不明确,国药准字Z62020639
￥31.00,[元治] 盐酸贝尼地平片4mg*12片/盒,100008313200,盐酸贝尼地平片,24,（处方药）化学药制剂,片剂,密封，在干燥处保存。,未知,未知,常见：心悸、颊面潮红、潮热、血压降低、头痛头重、眩晕、步态不稳、体位性低血压、便秘、皮疹、浮肿等。,未进行该项实验且无可靠参考文献。,因老年患者不宜过度降压，故患高血压的老年患者用药时，应从小剂量一日2mg开始，并注意观察用药情况。,详见说明书,国药准字H20184010
￥49.00,"
纽医生 医用口腔溃疡喷剂凝胶膜口腔起泡口疮牙周牙龈红肿肿痛消炎特傚非药舌头嘴巴上火起泡烂儿童口腔溃疡喷雾非进口",100091071707,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥63.00,金花 金天格胶囊 0.4g*3板*12粒  ,5991043,金天格胶囊,24,（处方药）中成药,胶囊剂,密封，置阴凉干燥处。,未知,未知,常见：口干。,未知,未知,未知,国药准字Z20030080
￥69.00,"
川井弘岩中耳炎药专用滴耳液人用耳聋耳鸣特有效药专用耳鸣贴100%成功耳聋耳鸣神经性耳朵痒止耳肿痒痛清洁液",100087551486,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥10.60,金日 盐酸克林霉素凝胶 10克   痤疮 青春痘暗疮药膏,3195912,盐酸克林霉素凝胶,36,（非处方药）化学药制剂,凝胶剂,密闭，在阴凉处保存。,未知,寻常性痤疮。,常见：皮肤干燥、局部刺激、皮疹等过敏反应。,未知,未知,"1.对克林霉素或林可霉素有过敏病史患者禁用；
2.肠系内某部位曾发生肠炎或溃疡性结肠炎病史的患者禁用；
3.有抗生素相关之结肠炎病史的患者禁用。",国药准字H20040314
￥168.00,东阿阿胶 复方阿胶浆 20ml*24支 无蔗糖 补气养血 用于气血两虚 头晕目眩心悸失眠 食欲不振及贫血,7675380,复方阿胶浆,36,（非处方药）中成药,合剂,密封,一日三次，一次一支,本品用于气血两虚，头晕目眩，心悸失眠，食欲不振及贫血。,尚不明确。,未知,未知,尚不明确。,国药准字Z20083345
￥36.44,"
内廷上用北京同仁堂痛风关节冷敷退热凝胶 特傚手脚趾喷剂拇指膝盖关节疼痛发热红肿胀鼓包 药监",100061134434,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥81.00,"
济元宁李时珍医药牙科分离剂脱敏可搭牙膏护牙周炎药专用牙龈萎缩牙齿松动固齿护牙小银管修复牙结石肿痛 三盒",100064090562,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥25.50,云南白药膏6.5cm*10cm*5贴膏药贴活血散瘀消肿止痛祛风除湿用于跌打损伤瘀血肿痛风湿疼痛,5189402,云南白药膏,36,（非处方药）中成药,贴膏剂,密闭，置阴凉处（不超过20℃）,详见说明书且遵从医嘱。,本品用于跌打损伤，瘀血肿痛，风湿疼痛。,过敏性体质患者可能有胶布过敏反应或药物接触性瘙痒反应。遇此，贴用时间不宜超过16小时。偶见红肿、水泡等，遇此应停药。,未知,未知,孕妇禁用。,国药准字Z20073015
￥26.00,仲景 六味地黄丸(浓缩丸)280丸 滋阴补肾 非处方药 肾阴亏损腰膝酸软头晕耳鸣盗汗遗精,100024359563,六味地黄丸（浓缩丸）,60,（非处方药）中成药,丸剂,密封。,一次8丸，一日3次。,滋阴补肾。用于肾阴亏损，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精。,未知,未知,未知,对本品及所含成份过敏者禁用。,国药准字Z41022128
￥39.00,"
北京同-仁堂颈椎贴搭颈椎病专用膏贴颈部压迫神经药脑供血不足头晕手麻疼痛特傚富贵包消除贴药械备案8贴/盒",100056737343,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,皮肤过敏者禁用。,未知
￥59.00,"
沪药 医用唇炎药专用润唇膏慢性唇炎嘴唇干裂干燥起皮脱皮缺水粗糙修复口角嘴唇上火起泡 医用退热凝胶  1支装 20g/支",100099448016,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥21.00,向前扁鹊 锁阳固精丸9克*10丸补肾壮阳非处方中药阳痿早泄敏感射精快用手过度硬度不够中途疲软固精补肾强身,100018232904,锁阳固精丸,36,（非处方药）中成药,丸剂,密封,口服，一次1丸，一日2次。,温肾固精。用于肾阳不足所致的腰膝酸软、头晕耳鸣、遗精早泄。,尚不明确。,未知,未知,尚不明确,国药准字Z13020588
￥11.00,[哈药] 阿莫西林胶囊0.5g*20粒/盒,100007659643,阿莫西林胶囊,36,（处方药）抗生素制剂,胶囊剂,遮光，密封保存。,未知,未知,1.恶心、呕吐、腹泻及假性膜性肠炎等胃肠道反应；2.皮疹、药物热和哮喘等过敏反应；3.贫血、血小板减少、嗜酸性粒细胞增多等；4.血清氨基转移酶可轻度增高；5.由念珠菌或耐药菌引起的二重感染；6.偶见兴奋、焦虑、失眠、头晕以及行为异常等中枢神经系统症状。,尚不明确,尚不明确,青霉素过敏及青霉素皮肤试验阳性患者禁用。详见说明书。,国药准字H20044605
￥37.00,"
【云南本草】妙芝堂 云南本草脂肪瘤去除膏脂肪瘤专用i药3天消专消36种全身皮下多发性脂肪包块肿瘤特傚效药",100088625087,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥139.00,[爱宁达] 吡美莫司乳膏1%*15g/盒,100011008347,吡美莫司乳膏,24,（处方药）化学药制剂,乳膏剂,25℃以下保存，请勿冷冻。避免儿童误取。,未知,未知,常见：用药部位烧灼感,详见说明书。,详见说明书。,详见说明书。,国药准字HJ20170004
￥5.00,敏菲尔 马来酸氯苯那敏片 4mg*24片 本品适用于皮肤过敏症 荨麻疹 湿疹 皮炎 药疹 皮肤瘙痒症等,100068540892,马来酸氯苯那敏片,24,（非处方药）化学药制剂,片剂,遮光，密封保存,详见说明书且遵医嘱,本品适用于皮肤过敏症：荨麻疹、湿疹、皮炎、药疹、皮肤瘙痒症、神经性皮炎、虫咬症、日光性皮炎。也可用于过敏性鼻炎、血管舒缩性鼻炎、药物及食物过敏。,详情见说明书,未知,未知,详情见说明书,国药准字H23021923
￥25.00,白云山 夏桑菊颗粒 10g*20袋 清肝明目 疏风散热 用于风热感冒 目赤头痛 头晕耳鸣 咽喉肿痛,100020117608,夏桑菊颗粒,36,（非处方药）中成药,颗粒剂,密封,详见说明书,本品用于风热感冒，目赤头痛，头晕耳鸣，咽喉肿痛，疔疮肿毒等症，并可作清凉饮料。,尚不明确。,未知,未知,尚不明确,国药准字Z44022217
￥2.86,[愉泰] 清脑降压片 0.36g*12片*2板,100072914305,清脑降压片,36,（处方药）中成药,片剂,密封。,未知,未知,详情见说明书。,未知,未知,详情见说明书。,国药准字Z22022738
￥10.90,常吉 盐酸羟甲唑啉喷雾剂 10ml 喷鼻药 过敏性鼻炎 鼻窦炎 急慢性 肥厚性鼻炎 鼻子干痒 鼻塞,100009186381,盐酸羟甲唑啉喷雾剂,24,（非处方药）化学药制剂,喷雾剂,遮光、密闭保存。,详见说明书,用于急慢性鼻炎、鼻窦炎、过敏性鼻炎、肥厚性鼻炎。,"1.用药过频易致反跳性鼻充血，久用可致药物性鼻炎；
2.少数人有轻微烧灼感，针刺感、鼻黏膜干燥以及头痛、头晕、心率加快等反应；
3.罕见过敏反应。",未知,未知,1.萎缩性鼻炎及鼻腔干燥这禁用； 2.孕妇及2周岁以下儿童禁用； 3.正在接受单胺氧化酶抑制剂（如帕吉林、苯已肼、多塞平等）治疗的患者禁用。,国药准字H20093704
￥14.90,丽芙维a酸乳膏10g/盒祛痘印修复淡化痘印痘坑修复祛痘药膏凝胶祛斑改善黑色素鸡皮肤去黑头闭口粉刺,100026505661,维A酸乳膏,24,（非处方药）化学药制剂,乳膏剂,遮光，密封，在阴凉处（不超过20℃）保存。,局部外用，洗净患外后，取适量本品涂于患处，每晚睡前1次。,详见说明书且遵医嘱。,常见：灼感；红斑；脱屑；皮损。,详见说明书,详见说明书,详见说明书,国药准字H20055512
￥69.00,"
北京同仁堂静脉曲张 医用退热凝胶药专用膏腿部冷敷凝胶 30g/支",100089416319,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥3.90,"
H&K 酒精棉球 75%医用酒精消毒脱脂棉球换药清创医用 皮肤伤口消毒护理 25只/瓶",100077210479,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,对酒精过敏者慎用,未知
￥18.90,2盒装紫竹药业 蜂胶口腔膜1厘米*1.3厘米*20片/盒 清热止痛 用于口腔溃疡复发性口疮,100053309540,蜂胶口腔膜,36,（非处方药）中成药,其他,密封，置阴凉处（不超过20℃）,用时剪下一片直接贴于患处，一日3次：或遵医嘱,清热止痛。复发性口疮。,尚不明确。,未知,未知,尚不明确,国药准字Z20026083
￥11.90,新康泰克 氨酚咖那敏片 10片/盒 缓解普通感冒及流行性感冒引起的发热,100041734435,氨酚咖那敏片,24,（非处方药）化学药制剂,片剂,密封保存,口服。成人一次1片，一日1~3次。,适用于缓解普通感冒及流行性感冒引起的发热，头痛，四肢酸痛，打喷嚏，流鼻涕，鼻塞，咽痛等症状。,未知,未知,未知,未知,国药准字H20194089
￥24.00,众生 众生丸100丸 清热解毒 活血凉血 消炎止痛 上呼吸道感染 急慢性咽炎 急性扁桃腺炎,3400370,众生丸,30,（非处方药）中成药,丸剂,密封,详见说明书,本品用于上呼吸道感染，急、慢性咽喉炎，急性扁桃腺炎等症,尚不明确。,未知,未知,尚不明确。,国药准字Z44023769
￥22.00,北京同仁堂 十全大补丸 360粒 温补气血 气血两虚 面色苍白 气短心悸 头晕自汗 体倦乏力 四肢不温 月经量多,2931126,十全大补丸,48,（非处方药）中成药,丸剂,密封,未知,本品用于气血两虚，面色苍白，气短心悸，头晕自汗，体倦乏力，四肢不温，月经量多。,尚不明确。,未知,未知,尚不明确。,国药准字Z11020069
￥24.00,白云山 脑心清片0.41g*36片/盒,100015588418,脑心清片,24,（处方药）中成药,片剂,密封,未知,未知,尚不明确。,未知,未知,尚未明确。,国药准字Z44021765
￥42.00,[济川药业(JUMPCAN)] 蒲地蓝消炎口服液10ml*10支/盒,100015979902,蒲地蓝消炎口服液,24,（处方药）中成药,口服液剂,密封,未知,未知,常见：恶心、呕吐、腹胀、腹痛、乏力、头晕。其他：皮疹、瘙痒。,未知,未知,未知,国药准字Z20030095
￥29.90,南洋 克霉唑阴道片0.5g*2片/盒 用于念珠菌性外阴阴道炎 妇科用药专用 阴道瘙痒 妇科炎症 外阴阴道病,100013796404,克霉唑阴道片,36,（非处方药）化学药制剂,片剂,避光，密封，在干燥处保存。,详见说明书,用于念珠菌性外阴阴道炎。,偶见局部刺激，如瘙痒或烧灼感。,未知,未知,详见说明书,国药准字H20084045
￥13.80,白云山 感冒清热颗粒12g*12袋 风寒感冒 头痛 发热 鼻流清涕 咳嗽咽干,100072947068,感冒清热颗粒,24,（非处方药）中成药,颗粒剂,密封,开水冲服。一次1袋（12克），一日2次,疏风散寒，解表清热。用于风寒感冒，头痛发热，恶寒身痛，鼻流清涕，咳嗽咽干。,详见说明书,未知,未知,对本品及所含成分过敏者禁用。,国药准字Z44023487
￥39.00,"
川井弘岩灰指甲特俲效中草非药品专用发黄增厚黑变空灰甲净根膏真菌凤仙花抑菌液非药品脱甲甲沟炎指甲菌感染脱甲",100087062611,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥3.80,[国药工业] 吲达帕胺片2.5mg*28片/盒,100016481058,吲达帕胺片,24,（处方药）化学药制剂,片剂,遮光，密封保存,未知,未知,常见：剂量依赖性；低钾血症；过敏反应；斑丘疹，紫癜；恶心、便秘、口干、眩晕、疲乏；其他：感觉异常、头痛等。,缺乏儿科患者应用本品的研究资料。,老年人对降压作用与电解质改变较敏感，且常有肾功能变化，应用本品须加注意。,详见说明书,国药准字H20058628
￥49.00,[伟哥] 盐酸达泊西汀片30mg*4片/盒,100045558933,盐酸达泊西汀片,36,（处方药）化学药制剂,片剂,常温保存,未知,未知,常见不良反应：头痛、潮红、消化不良、鼻塞、视觉异常、背部疼痛、头晕和皮疹等。,本品不用于18岁以下人群。,尚未评估本品在65岁及以上患者人群中使用的安全性和疗效，其主要原因为本产品在该人群中使用的数据极为有限。对使用60mg盐酸达泊西汀的单次给药临床药理学研究的分析表明，健康老年男性与健康青年男性在药代动力学参数(Cmax，AUCinf，Tmax)上没有显著差异。,详见说明书。,国药准字H20213156
￥29.80,[同济堂] 仙灵骨葆胶囊0.5g*50粒/盒,5880280,仙灵骨葆胶囊,36,（处方药）中成药,胶囊剂,密封,未知,未知,常见：过敏反应：皮疹、瘙痒等；消化系统：恶心、呕吐、纳差、胃部不适、腹痛、腹泻、便秘等；肝脏：丙氨酸氨基转移酶、天冬氨酸氨基转移酶、胆红素等升高，严重者可出现肝衰竭；全身症状：乏力、外周水肿、尿色加深等。,未知,患有多种慢性病的老年患者，合并用药时应在医师指导下服用。,详见说明书。,国药准字Z20025337
￥2.50,[SHIMEN] 生理氯化钠溶液500ml：4.5g *500ml/瓶,100054369247,生理氯化钠溶液,24,（处方药）化学药制剂,冲洗剂,密封保存,未知,未知,未知,儿童患者用药的安全有效性尚未确立。,老年患者用药的安全有效性尚未确立。,未知,国药准字H20066533
￥39.00,"
【日本监制】医用消痔凝胶卡波姆痔疮膏去肉球痔根i断正去品肉球神器治痔疮专用非药肛门内外混合痣疮效i特药",100081553378,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥18.00,云南白药云丰黄连上清片0.31g*24片*2板 止痛牙疼痛咽喉肿痛耳痛耳鸣清热泻火肺胃热盛头晕目眩,100006160170,黄连上清片,36,（非处方药）中成药,片剂,密封,详见说明书且遵从医嘱。,本品用于风热上攻、肺胃热盛所致的头晕目眩，暴发火眼，牙齿疼痛，口舌生疮，咽喉肿痛，耳痛耳鸣、大便秘结，小便短赤。,尚不明确。,未知,未知,详见说明书且遵从医嘱。,国药准字Z20083351
